Text,Polarity
"অল্প জ্বর, পেশীতে ব্যথা, মাথা ধরা এগুলি সবই ভ্যাকসিনের সাইড এফেক্ট, এর থেকে ভয়ংকরও হতে পারে।",0
করোনার বিরুদ্ধে ভ্যাক্সিন গ্রহণ করে করোনা জয় করা যাবো না।,0
আমার ফামিলির কারো করোনা হয়নি তাহলে ভেকসিন লাগবে কেন?,0
ফাইজার-বায়োএনটেক কোম্পানির তৈরি টিকা নেওয়ার পর জমাট বাঁধার ঘটনার কোনও খবর পাওয়া যায়নি।,1
"ঘোষণার পরও মিলছে না ভেক্সিন, ভোগান্তি নিয়ে ফিরছে মানুষ।",0
WHO-অনুমোদিত COVID-19 ভ্যাকসিনের কোনোটিতেই প্রাণীজ পণ্য নেই।,1
ভাইরােসর বিরুদ্ধে  এই লড়াইেয় ভ্যাকসিন একটা গুরুত্বপূর্ণ অংশ।,1
টিকার অনেক পার্শ্ব প্রতিক্রিয়া আছে এসব ভালো না।,0
ভ্যাকসিন নেওয়ার পূর্বেই ৫০০ জনের অ্যান্টিবডি পরীক্ষা করা হয়।,1
ভ্যাকসিন শরীরের জন্য ক্ষতিকর এটা না দেয়া ভালো।,0
"ভেক্সিন নেওয়া না থাকলেও, আমরা যদি ভবিষ্যতে কখনও সংক্রামিত হই, মেমোরি কোষগুলি ভাইরাসটিকে চিনে লড়াই করবো।",0
করোনা তো বাড়ছেই ভেকসিন এর ভুমিকা কি?,0
আব্বা ভ্যাকসিন নেওয়ায় বেশি চিন্তা হয়  উনি যদি অসুখ হন।,0
"খালি ভ্যাক্সিন দিলেই হবে না, মাস্ক পড়তে হবে আর হাত একটু পর পর সেনিটাইজ করতে হবে। ভ্যাক্সিন অবশ্যই করোনা প্রতিরোধে সাহায্য করে,  তারপরো সতর্ক থাকতে হবে।",1
ভ্যাকসিন নেওয়া এবং না নেওয়া উভয় ব্যক্তির শরীরেই করোনা ঢুকলে উপসর্গগুলি সবার আগে দেখা যায়।,1
টিকা বাধ্যতামূলক না করার জন্য অনেক যুক্তি রয়েছে। ,0
করোনা না হলে ভেক্সিননেয়ার কোন প্রয়োজন আছে বলে আমি মনে করি না।,0
"আমার বয়স প্রায় ৮০। টিকা দিয়েছি,  এরপর অনেক সমস্যা হয়েছে।",0
আমাদের সুস্থ থাকার জন্য টিকার কোনো বিকল্প নেই।,1
আমি তৃতীয় ডোজ নিতে খুবই আগ্রহী।,1
শতভাগ শিক্ষার্থী ভ্যাকসিনেটেড হয়ে গেলে শিক্ষাপ্রতিষ্ঠান খোলা নিয়ে আর অসুবিধা থাকবে না।,1
হুদাই জালাইয়েন না ভাই আমি টীকা দিব না।,0
টিকা নিলে মরন নিশ্চিত।,0
"ভ্যাকসিন নিলেে জর হয়, ভ্যাক্সিন এ ভরসা নেই।",0
করোনা ভ্যাকসিন তো অকাজের এটা নেয়া নিছক কাজ।,0
COVAX হল একটি বিশ্বব্যাপী প্রচেষ্টার অংশ যার লক্ষ্য COVID-19 ভ্যাকসিনের বিকাশ এবং উৎপাদন ত্বরান্বিত করা।,1
গ্রামের অনেক মানুষ টিকা নেয় নি তো তাঁরা কি মরে গেসে ভেকসিন না নিয়ে?,0
টিকা ছাড়া কি বাঁচন যাইবো না নাকি।,0
আমি ভ্যাকসিন দেইনি। ,0
টিকা আপনাকে এবং অন্য মানুষদের ঝুঁকি থেকে রক্ষা করবে।,1
প্রচুর ভ্যাকসিন উৎপাদন করা হলেও ভ্যাকসিন নিচ্ছে খুব কম মানুষ।,0
ভেকসিন নিয়ে অযথা সময় নষ্ট।,0
টিকা নিলে নিরাপদ থাকা যায় না।,0
"নিশ্চিন্তে সুযোগ আসলেই ভ্যাক্সিন দিয়ে ফেলুন।
নিরাপদ থাকুন।
সুস্থ থাকুন।",1
আমার ফেমিলির কেউ টিকা নেয়নি।,0
"COVID-19 টিকা দেওয়ার পরে, কিছু লোক অসুস্থ বোধ করতে পারে, ভ্যাকসিন নেওয়ার পরে এক বা দুই দিনের জন্য জ্বর বা ক্লান্তির মতো লক্ষণগুলি সহ।",1
"সমীক্ষা থেকে স্পষ্ট, করোনা ভ্যাকসিন নিলে কমছে সংক্রমণের হার।",1
ভ্যাকসিন নিতে দেশের অবশিষ্ট মানুষদের এগিয়ে আসার কোনো মানে নেই।,0
"আগে যানতাম গাজার নৌকা পাহাড়তলী যায়, এখন দেখি চিনা ভ্যাক্সিন ও পাহাড়তলী যায়",0
টিকা নিয়ে ও তো করোনা হয় তাহলে ভ্যাকসিন নিব কেন?,0
আমার বয়স ৬০। আমি টিকা নিয়েছি।,1
আমি টিকা দেই নাই। কিন্তু আমি টিকা দিতে চাই।,1
"আপনার যদি COVID-19 ভ্যাকসিন নেওয়া উচিত কিনা সে সম্পর্কে আপনার কোনো প্রশ্ন থাকে, তাহলে আপনার স্বাস্থ্যসেবা প্রদানকারীর সাথে কথা বলুন।",1
ভ্যাকসিন  আপনাকে আপনার কাছের মানুষদের কাছে আরও ঝুঁকির কারণ ঘটাতে পারে।,0
আমাদের স্কুল থেকে বলা হয়েছে সেখান থেকে ভেক্সিন দেওয়ার কোন ব্যবস্থা করা হবে না।,0
আমাদের জীবন রক্ষা করার জন্য আল্লাহ আছেন। তাই ভ্যাকসিন প্রয়োজন নেই।,0
"টিকা যদি করোনার চেয়ে ভয়ংকর হয়, তবে সেই টিকা না দেওয়াই উত্তম,,",0
ভ্যাকসিন কে নিজেও ভয় পাবেন না অন্য কেউ ভয় পাওয়ানো থেকে বিরত রাখুন। ,1
আরো ২৫ লক্ষ ডোজ মর্ডানা'র কোভিড ভ্যাক্সিন আসছে,0
"যদিও COVID-19 থেকে পুনরুদ্ধার করা লোকেরা ভাইরাসের কিছুটা প্রাকৃতিক অনাক্রম্যতা বিকাশ করতে পারে, আমরা এখনও জানি না এটি কতক্ষণ স্থায়ী হয় বা আপনি কতটা সুরক্ষিত।  ভ্যাকসিন আরো নির্ভরযোগ্য সুরক্ষা প্রদান করে।",1
করোনার টিকা যথেষ্ট নিরাপদ এবং রোগ নিয়ন্ত্রণে কার্যকর।,1
আমার পরিবারের সবাই টিকা দিয়েছে এবং সুস্থ আছে।,1
ভ্যাকসিন কে ভয় না পেয়ে নিজে এবং অন্যকে ভ্যাকসিন নিতে উৎসাহী করে তুলুন। ,1
"মডার্না, ফাইযার, সিনোফারম সবই বিশ্বজুড়ে গ্রহণযোগ্যতা পেয়েছে। টিকা নিয়ে বিভ্রান্ত না হয়ে আজই নিবন্ধন করুন।  ",1
টিকা নিলে মেয়েদের শারীরিক কোনো ক্ষতি হয় না। ,1
আমি টিকা নিমুনা। আল্লাহ আছেন৷ আল্লাহ বাঁচাইবো। ,0
ওমিক্রন ভেরিয়েন্টের বিস্তৃতির কারণে বুস্টার ভ্যাকসিনেশনের প্রতি জোর দিতে হবে।,1
বাধ্যতামূলকভাবে টিকা নেওয়ার পক্ষে অনেক যুক্তি রয়েছে।,1
যে কোভিড এর টীকা নিয়ে মানুষ এত আশাবাদি ছিল সেই টিকা এখন অকাজের।,0
"ভ্যাক্সিনকে না করুন, করোনাকে এমনেই করব জয়।",0
"এ পর্যন্ত যত টিকা তৈরি হয়েছে, তার মধ্যে অক্সফোর্ড-অ্যাস্ট্রাজেনেকার টিকা ‘সবচেয়ে ভালো’ বলে দাবি করা হয়েছে যেটা ভুয়া।",0
বুস্টার ডোজ দেওয়ার পর আমি বেশি অসুস্থ হয়ে পড়েছি। ,0
দেশে প্রথম করোনাভাইরাসের ভ্যাকসিন প্রয়োগ করা হয়।,1
করোনাভাইরাস ও করোনার বিভিন্ন ধরনের ভ্যারিয়েন্ট মোকাবিলায় ভ্যাকসিনের বিকল্প নেই।,1
ভেক্সিন ছাড়াই ভালোভাবে বেঁচে আছি আমি।,0
একজন সুনাগরিক হিসেবে টিকা নিয়ে আমি আমার কর্তব্য পালন করেছি।,1
টিকা নেওয়ার পর জ্বর উঠেছিল। তবুও আমি টিকা নেওয়ার পর খুবই সন্তুষ্ট।,1
এখন টিকা বাধ্যতামূলক না করলে দেশ থেকে আর কখনোই করোনা যাইবো না। ,1
করোনা ঠেকানোর জন্য টিকার গুরুত্ব অপরিসীম। ,1
আমি শুনছিলাম টিকা নিলে নাকি বাচ্চা হয়না। এসব গুজবে কান না দিয়ে আমিও ভ্যাকসিন নিছি।,1
আপনার ভ্যাক্সিন গ্রহনে আপনি অসুস্থ হয়ে যেতে পারেন।,0
ভ্যাকসিন ফ্রিজে ২ থেকে ৮ ডিগ্রি সেলসিয়াসে এবং আলো থেকে দূরে রাখতে হবে।,1
সংক্রমণের ঝুঁকি যেহেতু সব সময়ই থাকছে তাই স্বাস্থ্যবিধি মানার কোন বিকল্প নেই।,0
টিকা নেয়া অনেক ঝামেলা তাই টিকা নেই নাই।,0
"করোনাপ্রতিরোধী ভ্যাকসিন চাই, তা নিশ্চিত করার বিষয়ে প্রতিশ্রুতিবদ্ধ থাকবে।",1
টিকা দিয়ে ও তো করোনা হচ্ছে তাহলে টিকা আমি নিতে যাব কেন?,0
টীকা গুলো যে যথেষ্ট নিরাপদ নয় তার অনেক প্রমাণ পাওয়া গেছে।,0
টিকা নিলে শরীরে নানা ধরনের রোগ দেখা দেয়।,0
টিকা গুরুতর অসুস্থতার কারন হয়।,0
ভ্যাকসিন নিলে ক্ষতি হবো।,0
করোনা ভাইরাসের টিকা শেষ পর্যন্ত সবার ব্যবহারের জন্য তৈরি করা হবে না। ,0
ভ্যাকসিননকে কোন রকম ভয় না করে খুশিমনে গ্রহণ করুন। ,1
আমি টিকা নিতে একদমই দেরি করি নাই। ,1
"Pfizer-BioNTech, Moderna, এবং Johnson & Johnson/Janssen COVID-19 ভ্যাকসিনগুলি সবচেয়ে নিবিড় নিরাপত্তা পর্যবেক্ষণের মধ্য দিয়ে চলতে থাকবে।",1
"টীকা নেয়াতে নিরুৎসাহিত করার কোনো মানে হয় না, কারণ করোনা মোকাবিলাতে টীকাই এখন একমাত্র উপায়। সাংবাদিককে আরো প্রফেশনাল হতে হবে।",1
আমি মনে করি যে টিকাটি আমার শরীরের ঠিক কাজ করেছে।,1
মাকে সময় থাকতে থাকতে টিকাটা নেওয়াইলে মা মনে হয় বাঁইচা যাইতো।,1
কারো কথায় ভেকসিন দিয়েন না এটা ফাও।,0
"আমি আমার পাড়া, প্রতিবেশী, দেশ, গ্রাম, অফিসারের যাকে পেয়েছি তাকে টিকা নিতে বলেছি। ",1
ভ্যাক্সিন গ্রহনে খারাপ  হতে পারে- এমন গুজব সত্য,0
‘বাধ্যতামূলক টিকাকরণ’ ভাইরাস মোকাবিলার সম্ভাব্য সবচেয়ে ভালো উপায়,1
বিভিন্ন স্বাস্থ্য কমপ্লেক্সে শুধুমাত্র আইডি কার্ড নিয়ে গেলেই টিকা দেওয়া যায় না।,0
মানুষ বেশি টিকা নেয়নি বলেও এখন মৃতুহার বাড়েনি।,0
একটা নির্দিষ্ট সময় পর পর নতুন করে টিকা নেওয়া প্রয়োজন হতে পারে বলে ধারণা করছেন বিশেষজ্ঞরা।,1
টিকার ওপর আস্থা রাখুন।,1
"ফাইজার ও মডার্নার ভ্যাকসিন যে প্রযুক্তিতে তৈরি হয়েছে তা এমআরএনএ নামে পরিচিত। এতে মানুষের দেহে একটি মেসেঞ্জার সিকুয়েন্স প্রবেশ করানো হয়, যাতে জেনেটিক নির্দেশ থাকে। এই নির্দেশে ওই ব্যক্তির দেহকোষকে অ্যান্টিজেন উৎপাদনের কথা বলা হয় এবং প্রতিরোধ ক্ষমতা তৈরি হয়।",1
আমি অবশ্যই টিকা নিতে আগ্রহী।,1
"আমিও করোনার টিকা নেয়ার বিরুদ্ধে !",0
করোনা ভাইরাস প্রতিরোধের মূল অস্ত্র হচ্ছে ভ্যাক্সিন।,1
"আমি ফাইযার ভ্যাক্সিন পেয়েছি ২ ডোজ ই, বুস্টার ডোজ এর জন্য অপক্ষা করছি।",1
ভেক্সিন নিতে দেশের অবশিষ্ট মানুষদের এগিয়ে আসার কোনো মানে নেই।,0
"এটা মানুষকে বুঝতে হবে যে ভ্যাকসিন নেওয়া মানে শতভাগ সুরক্ষা নয়, জীবন রক্ষা।",1
"ভ্যাকসিনগুলির জন্য পরীক্ষার প্রক্রিয়াগুলি কোনও পদক্ষেপ এড়িয়ে যায়নি, তবে যত তাড়াতাড়ি সম্ভব ডেটা সংগ্রহ করার জন্য ভ্যাকসিন বিকাশকারীরা প্রক্রিয়াটির কয়েকটি ধাপ একই সাথে পরিচালনা করেছিল।তবুও মনে হয় ব্যর্থ হবে।",0
সাধারণ সর্দি-জ্বরের কারণে রোগ প্রতিরোধক্ষমতা ও টিকা থেকে পাওয়া সুরক্ষা দুই মিলে কিছু মানুষের করোনায় আবার সংক্রমিত হওয়ার ঝুঁকি কমে যায়।,1
সাধারণ সর্দি জ্বরের কারণে রোগ প্রতিরোধ ক্ষমতা ও ঠিকানাতে করোনার বিরুদ্ধে লড়াই করার ক্ষমতা আরও কমে যায়। ,0
করোনার টিকা আর চার পাঁচটা টিকার মতই একটি টিকা এটা অকাজের।,0
করোনাকে ভয় না পেয়ে সচেতন নাগরিক হিসেবে মাক্স ব্যবহার করুন। টিকা নিতে হবে না। ,0
টিকা বেশী দিন কাজ করে না।,0
টিকা ছাড়া গতি নাই। বাঁইচা আছি।,1
"পাশের বাসার ভাবি বলসে টিকা নিলে বাচ্চা হবে না, আমি টিকা নিবই না।",0
গনটিকাদান এ করোনা ছড়ায় বেশী।,0
"ভেক্সিন যারা সৃষ্টি করছেন তাদের উদ্দেশ্য ভালো না খারাপ, তা তো আর আমরা জানি না",0
বর্তমানের ভয়ঙ্কর অবস্থা থেকে রক্ষা পাওয়ার জন্য টিকা নিয়েছি।,1
টীকা নেয়ার পর কোন পার্থক্য বুঝলাম না।,0
আড়াই মাস হয়ে গেল দ্বিতীয় ডোজ টিকা টাই এখনো পেলাম না বুস্টার ডোজ টিকা শুরু হয়ে গেল,0
টিকা নিয়েরে ভাই কাজ হবে না।,0
টিকা দেওয়ার পর এখন আমরা নিরাপদ বোধ করছি।,1
ভেকসিন মানুষ কে বোকা বানানোর ফন্দি।,0
টিকা নিতে ভয় পাই। তাই আব্বা আম্মারেও নিতে দেই নাই।,0
ভ্যাকসিন নেয়া মানেই করোনাভাইরাস সংক্রমণ থেকে নিরাপদ থাকার গ্যারান্টি।,1
প্রতিষেধক হিসেবে বাংলাদেশে এখন পর্যন্ত চার ধরনের টিকা ব্যবহার করা হচ্ছে।,1
আমাদের বাসার পাশেই একটি রিকশার গ্যারেজ আছে আমি অলরেডি তাদের মধ্যে ৩৫ জনের ভ্যাক্সিন রেজিস্ট্রেশন করে দিয়েছিা,1
টিকা নিয়ে ও ভাই অনেক মানুষ অক্কা পেয়েছে তাহলে টিকা নেব কেন?,0
করোনা নিয়ন্ত্রণে সরকার ইতোমধ্যে ১৭ কোটির বেশি ভেক্সিন দিয়েছে। এটা ভুয়া কথা।,0
শিশুদের টিকা দেওয়াতে সাবধান।,0
টিকা নিলে নিজেরে সাহসী সাহসী মনে হয়। ,1
শুনলাম কোভিড ভ্যাকসিন নিলে নাকি হাতের রক্ত জমাট বেধে যায় অনেক কষ্ট হয়।,0
"যে টিকা তৈরি করা হচ্ছে, সেই একই টিকা বা ভ্যাকসিন কি মিউটেশনের ফলে রূপান্তরিত ভাইরাস রোধ করতে পারবে।",1
"ভ্যাকসিনেশন, অ-ফার্মাসিউটিক্যাল হস্তক্ষেপের সংমিশ্রণে, মহামারী নিয়ন্ত্রণের সর্বোত্তম উপায়।",1
করোনা ভাইরাস প্রতিরোধে ভ্যাক্সিন এর গুরুত্ব তেমন নয়।,0
"অনেকই ভেকসিন না নিয়ে দিব্বি ঘুরে বেরাচ্ছে, তাহলে আর আমার নেয়ার দরকার কি?",0
"টিকা দেওয়ার পরে অনাক্রম্যতা তৈরির প্রক্রিয়াটি জ্বর, শরীর ব্যথা হয়।",0
টিকা নিশ্চিত করা গেলও মৃত্যু হার কমানো সম্ভব হচ্ছে না। ,0
কোভিড-১৯ মহামারী শেষ করার জন্য নিরাপদ এবং কার্যকর ভ্যাকসিনের গুরুত্ব রয়েছে। ,1
ভেকসিন মানব দেহে কাজ করে না।,0
"নবগঠিত পিপলস ভ্যাকসিন অ্যালায়েন্স বলছে, তাদের এই জোট বিশ্বের সব মানুষের জন্য করোনাপ্রতিরোধী ভ্যাকসিন চাই, তা নিশ্চিত করার বিষয়ে প্রতিশ্রুতিবদ্ধ থাকবে।",1
অক্সফোর্ড-অস্ট্রাজেনেকা ভ্যাকসিন একটি ক্ষতিকারক ভাইরাস ব্যবহার করে যা দেখতে অনেকটা মহামারী ভাইরাসের মতো দেখতে।,1
ভাইরাসের প্রতিকার হিসেবে ভ্যাকসিন তো দিতেই হইব।,1
পরিবারের সবার টিকা নেওয়া জরুরি এমনটা জরুরি না।,0
জুলাইয়ের ২৮ তারিখে ভ্যাকসিন রেজিস্ট্রেশন করেছিলাম। এখনো পযর্ন্ত মেসেজ আসে নাই,0
কপালে থাকলে মরব ভেকসিন নিব না আমি।,0
বিশেষজ্ঞরা বার বার সব সন্দেহকে দূরে রেখে ভ্যাকসিন নেবার পরামর্শ দিচ্ছেন।,1
বউরে  টিকাটা নেওয়ানোর পরেওতো বউটারে  বাঁচাতে পারিনি। ,0
ভেক্সিন নিতে গেলে নাকি দুইদিন আগে থেইকা লাইনে দাঁড়াতে হয়।,0
আমি টিকা নেওয়ার পর ভালোই আছি। টিকা নিয়ে যারা গুজব ছড়াচ্ছে তারা উদ্দেশ্যপ্রণোদিতভাবে তা করছে।,1
বুস্টার ডোজ এর টীকা দেওয়ার পর আমি বেশি অসুস্থ হয়ে পড়েছি।,0
সুস্থ থাকার জন্য টিকা দেওয়া হয়। অসুস্থ হওয়ার জন্য নয়। ,1
টিকা তো জীবন বাঁচাতে পারে না তাহলে টিকা নেয়া বাদ্ধতামুলক কেন?,0
"WHOএর মতে, বেশিরভাগ লোকের অন্তত ছয় মাসের জন্য গুরুতর অসুস্থতা এবং মৃত্যুর বিরুদ্ধে শক্তিশালী সুরক্ষা রয়েছে।",1
ভেক্সিন দেওয়ার সময়কাল তেমন কোন গুরুত্বপূর্ণ বিষয় নয়।,0
"টিকা দিন, করোনার বিরুদ্ধ্যে লড়াই করুন",1
অনেকে প্রথম ডোজ নিয়েছেন। আমিও নিছি।,1
ভ্যাকসিন নিলেই ভালো থাকা যায়। ভ্যাকসিন ছাড়া ভালো থাকা যায় না। ,1
দুই বছর হল কই আমার তো টীকা লাগে নি।,0
টিকা নিতে আমার কোনো রকমেই ভয় হয় নাই। ,1
"টিকা দিতে এসে কোন ভোগান্তি হয় নি, সময়মত সিরিয়ালে দাঁড়িয়ে টিকা নিতে পেরেছি।",1
কোভিশিল্ড নামের এই ভ্যাকসিনের দুই ডোজ গ্রহণের পরে গ্রহীতাদের মাঝে তৈরি হচ্ছে শতভাগ অ্যান্টিবডি।,1
"টিকা কিন্তু অনিরাপদ, শিশুদের দিবেন না।",0
"ভ্যাকসিন যখন তৈরি হয়েছিল, তখন তো ভাইরাসের এই রূপান্তর হয়নি।",1
"কাজ হচ্ছে না টিকাই",0
করোনা টীকা বেশী দিন আমাদের সুরক্ষা দিতে পারে না কিছু দিন পর এটা অকার্যকর হয়ে যায়।,0
খুব সহজেই ভ্যাকসিন পাওয়া যায় আমাদের দেশে। ,1
"প্রথম ডোজ দিছি ৩ মাস, দ্বিতীয় ডোজ এর খবর নাই। এখন আবার তৃতীয় ডোজের গান গাওয়া শুরু হইছে।",0
গরিব মানুষদের বাঁচার জন্য টিকার এর ভূমিকা সীমিত।,0
মহামারী রুখতে একমাত্র ভরসা কোভিড ভ্যাকসিন।,1
আমি দুইটা ডোজই নিয়েছি। আমি সিনোফার্ম নিয়েছি এবং আমার কোন সমস্যা হয়নি।,1
টিকা নেওয়া ছাড়া আর উপায় নেই।,1
প্রত্যেকটা ভ্যাকসিন-এর ক্ষেত্রেই প্রাথমিক ডোজ দেওয়ার পর বুস্টার ডোজ দিতে হয়েছে।,1
প্রতিকূল ঘটনা সনাক্ত করতে ভ্যাকসিনগুলি ক্রমাগত পর্যবেক্ষণ করা হয়। এবং তা পাওয়া যায়।,0
দুঃখ জনক হলেও সত্য ৪০ বছরের নীচে যাদের বয়স তারাও বুস্টার ডোজ দেওয়ার জন্য ম্যাসেজ পাচ্ছেন!,0
কোভ্যাক্স লক্ষ্য হলো করোনার ভ্যাকসিন প্রস্তুত করা।,1
মানসিক শক্তি এমনিই পাবো। ভেক্সিন নিয়ে পাইতে হবে না।,0
টিকা জীবন বাঁচায় না।,0
ভ্যাকসিন প্রয়োগের পরেও প্রায় একই মাত্রার অ্যান্টিবডি দেখা যাচ্ছে। অর্থাৎ ভ্যাকসিনের উপকারিতা কিন্তু সবাই পাচ্ছেন।,1
"আমি সিনোফারম ভ্যাক্সিন পেয়েছি ২ ডোজ ই, বুস্টার ডোজ এর জন্য অপক্ষা করছি।",1
"টিকার উপর ভরসা রেখেছি, সমস্যা হয়নি। আপনারাও নিন।",1
টিকা নেওয়া উত্তম। ,1
ভ্যাকসিনেই করোনা রোগ আটকানো যাবে।,1
"গর্ভবতী মহিলাদের টিকাকরণ ক্ষেত্রটি নিরাপদ পাওয়া যায়, তাহলে তাদের যথ দ্রুত সম্ভব ২টি করে টিকা দেওয়ার ব্যবস্থা করা হবে।",1
করোনাভাইরাসের (কোভিড-১৯) টিকা বাধ্যতামূলক করার পক্ষে সবচেয়ে সহজ যুক্তি হলো এটি জীবন বাঁচায়।,1
"এসব টিকা ভুয়া,,,এটা বিশ্ব রাজনীতির ব্যবসা,,,",0
কোভিড ভ্যাক্সিন আপনার শরীরে ইমিউনিটি বৃদ্ধি করে।,1
করোনাভাইরাসকে নিয়ন্ত্রণে আনার সবচেয়ে কার্যকরী কৌশল হচ্ছে টিকা।,1
কোভিড-১৯ ভ্যাকসিনের দ্বিতীয় ডোজ নেওয়ার পর প্রথম ২ সপ্তাহ টিকার সুরক্ষামূলক প্রভাব শরীরে সবথেকে বেশি থাকে।,1
টিকা নিয়ে কত রকমের গুজব ছড়ায়। এসব গুজবে কান দেওয়া বোকামি।,1
টিকা ছাড়া অন্যরা বাঁচতে পারলে আমিও পারুম।,0
একটি ভ্যাকসিন নেওয়ার নির্দিষ্ট সময় পর নিতে হবে আরও একটি ডোজ৷,1
টিকা কাজে দেয়।আমি টিকা নেয়া ভালো আছি। ,1
দুই ধরনের ভ্যাকসিন একসঙ্গে নিলে সমস্যা হবে।,0
"টিকা নেয়ার পর কেউ কেউ হালকা জ্বরের মতো উপসর্গ, ইনজেকশনের স্থানে ব্যথা বা দুর্বলতা বোধ করেছিলেন।",1
একটা ভাইরাস যখন আইছে সেটা আবার ঠিক মতোই যাবোগা। হুদাহুদি ভেক্সিন নিয়ে এত দৌড়াদৌড়ির করার কিছু নাই।,0
টিকা এখন অস্ত্র হিসাবে ব্যবহার হচ্ছে।,0
Covid-এর বাড়বাড়ন্তে এখন সকলেই টিকার খোঁজে হন্যে হয়ে ঘুরছেন।,1
"এসব টিকা ভালো নয়, এগুলো মানুষ মারার বুদ্ধি।",0
রাষ্ট্র আমার ট্যাক্সের টাকা দিয়ে সব করতেছে এইখানে ফাঁফরবাজি করার কিছু নাই কেউ কারো বাপের টাকা দিয়ে টিকা এনে দিচ্ছে না।,0
"টিকা নিলে ও মানুষ মারা যায়, টিকার কোন দরকার নাই।",0
গন টিকাদান করোনা ছড়ানোর মুল কারন হতে পারে।,0
আমি আর আমার স্ত্রী টিকা নিয়েছি। এখন আমাদের বাচ্চাদের টিকা দেওয়ানোর জন্য অপেক্ষা করছি,1
"কর্ম ক্ষেত্রে কাজ করার জন্য,আমি সুরক্ষা পাওয়ার জন্য টিকা নিয়েছি।",1
আমি উচ্চ রক্তচাপের রোগী হওয়া সত্বেও টিকা নিয়েছি। ,1
পৃথিবীতে অনেক মানুষ টীকা ছাড়াই আছে তাঁরা কি মরে গেসে ভাই।,0
